City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,avarua,-21.2078,-159.775,28.03,89,75,7.2,CK,1678335759
84,tongchuan,35.0806,109.0897,20.08,12,0,2.59,CN,1678335759
85,daru,-9.0763,143.2092,32.52,55,22,3.28,PG,1678335760
86,san patricio,28.017,-97.5169,23.24,87,33,3.94,US,1678335760
87,airai,-8.9266,125.4092,23.11,63,69,1.28,TL,1678335760
88,george town,5.4112,100.3354,31.96,62,20,2.57,MY,1678335761
89,port elizabeth,-33.918,25.5701,16.29,95,0,2.06,ZA,1678335761
90,fairview,40.8126,-73.999,3.08,64,0,6.69,US,1678335762
91,bandarbeyla,9.4942,50.8122,25.69,77,95,6.66,SO,1678335762
92,skjervoy,70.0311,20.9714,-3.0,93,100,10.29,NO,1678335763
93,khatanga,71.9667,102.5,-24.96,95,100,5.55,RU,1678335763
94,gat,31.61,34.7642,13.0,100,5,1.24,IL,1678335765
95,nouakchott,18.0858,-15.9785,22.96,31,0,4.75,MR,1678335764
96,marsa matruh,31.3525,27.2453,15.37,50,0,5.02,EG,1678335765
97,ginda,30.6945,78.4932,15.38,27,28,2.33,IN,1678335766
98,georgetown,5.4112,100.3354,31.96,62,20,2.57,MY,1678335766
99,burdur,37.7203,30.2908,1.39,93,20,2.57,TR,1678335767
100,fortuna,40.5982,-124.1573,6.63,85,100,3.6,US,1678335767
101,aden,12.7794,45.0367,25.49,73,34,9.12,YE,1678335768
102,carnarvon,-24.8667,113.6333,28.61,57,0,6.92,AU,1678335768
103,dobroesti,44.45,26.1833,8.41,62,0,3.6,RO,1678335769
104,hilo,19.7297,-155.09,26.85,72,0,2.57,US,1678335769
105,sandwick,60.0,-1.25,-1.1,74,79,5.66,GB,1678335770
106,nhulunbuy,-12.2333,136.7667,31.34,62,40,4.12,AU,1678335770
107,hillsborough,37.5741,-122.3794,9.25,74,20,2.24,US,1678335771
108,veshenskaya,49.6303,41.7334,5.13,92,99,4.44,RU,1678335771
109,pishin,30.5803,66.9961,16.04,25,8,0.87,PK,1678335772
110,san quintin,30.4833,-115.95,11.98,79,30,6.62,MX,1678335772
111,hithadhoo,-0.6,73.0833,27.92,75,81,4.2,MV,1678335773
112,vaini,-21.2,-175.2,28.09,61,20,4.12,TO,1678335773
113,maues,-3.3836,-57.7186,21.97,99,100,0.77,BR,1678335773
114,esperance,-33.8667,121.9,24.32,48,91,4.23,AU,1678335774
115,boguchany,58.3814,97.4531,-10.11,82,100,6.76,RU,1678335774
116,lompoc,34.6391,-120.4579,9.22,77,99,6.71,US,1678335775
117,itoman,26.1247,127.6694,23.0,61,75,5.66,JP,1678335775
118,victoria,22.2855,114.1577,26.65,68,0,2.68,HK,1678335683
119,egvekinot,66.3167,-179.1667,-19.09,86,91,1.31,RU,1678335776
120,rio gallegos,-51.6226,-69.2181,5.03,65,0,2.57,AR,1678335709
121,xiaoweizhai,26.1903,107.5125,20.99,41,19,2.14,CN,1678335777
122,lavrentiya,65.5833,-171.0,-22.08,94,9,1.12,RU,1678335777
123,clyde river,70.4692,-68.5914,-16.87,78,0,3.09,CA,1678335778
124,dukstas,55.5333,26.3333,-5.71,78,3,4.7,LT,1678335778
125,pangnirtung,66.1451,-65.7125,-10.76,79,21,2.62,CA,1678335778
126,araouane,18.9048,-3.5265,21.64,10,0,4.79,ML,1678335779
127,cap malheureux,-19.9842,57.6142,27.48,76,64,1.79,MU,1678335779
128,prabumulih,-3.45,104.25,29.98,64,89,2.0,ID,1678335780
129,soyo,-6.1349,12.3689,25.73,83,100,2.22,AO,1678335780
130,provideniya,64.3833,-173.3,-13.94,78,0,2.0,RU,1678335781
131,fangshan,39.6983,115.9925,17.8,20,32,1.39,CN,1678335781
132,vestmannaeyjar,63.4427,-20.2734,-2.81,57,17,3.65,IS,1678335782
133,kahna nau,31.3692,74.3653,19.02,63,0,3.09,PK,1678335782
134,canillo,42.5833,1.6667,4.12,88,95,1.65,AD,1678335783
135,komsomolskiy,40.4272,71.7189,11.4,71,94,1.03,UZ,1678335783
136,erie,42.7667,-78.6664,-1.05,65,100,2.74,US,1678335681
137,esterhazy,50.65,-102.0843,-16.53,100,30,2.4,CA,1678335784
138,nova lima,-19.9856,-43.8467,21.61,78,0,2.57,BR,1678335784
139,balykshi,47.0667,51.8667,2.0,80,0,7.0,KZ,1678335785
140,shingu,33.7333,135.9833,19.6,50,76,5.7,JP,1678335786
141,arraial do cabo,-22.9661,-42.0278,24.35,91,100,8.58,BR,1678335786
142,mar del plata,-38.0023,-57.5575,17.83,96,2,1.03,AR,1678335787
143,yellowknife,62.456,-114.3525,-18.58,77,75,1.03,CA,1678335787
144,hirara,24.8,125.2833,22.15,56,75,4.63,JP,1678335788
145,gornopravdinsk,60.05,69.9,-18.78,93,40,3.46,RU,1678335788
146,marawi,7.9986,124.2928,24.88,75,46,3.08,PH,1678335789
147,norman wells,65.282,-126.8329,-15.98,60,20,7.72,CA,1678335789
148,owensboro,37.7742,-87.1133,8.03,34,75,6.17,US,1678335778
149,celestun,20.8667,-90.4,24.66,76,3,7.36,MX,1678335790
150,kavaratti,10.5669,72.642,27.91,67,100,3.31,IN,1678335791
151,srikakulam,18.3,83.9,30.44,32,53,0.94,IN,1678335791
152,la ronge,55.1001,-105.2842,-17.86,65,20,2.06,CA,1678335792
153,san juan,-31.5375,-68.5364,28.75,32,0,6.79,AR,1678335649
154,vagay,57.9375,69.0217,-11.11,95,95,3.13,RU,1678335793
155,tokur,53.1333,132.9,-7.99,71,100,1.24,RU,1678335793
156,keetmanshoop,-26.5833,18.1333,16.02,57,0,0.92,NA,1678335794
157,kibala,9.1104,18.3463,27.97,57,0,1.54,TD,1678335794
158,bullhead city,35.1478,-114.5683,18.16,20,0,2.24,US,1678335576
159,hay river,60.8156,-115.7999,-23.01,84,75,0.51,CA,1678335795
160,omsukchan,62.5333,155.8,-16.77,78,100,1.04,RU,1678335795
161,qitaihe,45.8,130.85,4.16,53,99,4.2,CN,1678335796
162,codrington,-38.2667,141.9667,17.19,70,97,7.53,AU,1678335796
163,atuona,-9.8,-139.0333,26.93,73,0,3.97,PF,1678335797
164,shihezi,44.3,86.0333,5.32,86,100,1.26,CN,1678335798
165,sakakah,29.9697,40.2064,10.76,67,5,3.98,SA,1678335798
166,dali,25.7,100.1833,20.76,22,38,1.21,CN,1678335799
167,ust-ilimsk,58.0006,102.6619,-3.96,86,100,6.51,RU,1678335799
168,portland,45.5234,-122.6762,5.97,87,100,3.6,US,1678335280
169,sulangan,11.1373,123.7228,26.27,77,7,6.86,PH,1678335800
170,chichibu,35.9903,139.0764,22.35,27,52,5.36,JP,1678335800
171,orje,59.4802,11.6602,-6.59,90,65,1.53,NO,1678335801
172,sorong,-0.8833,131.25,28.36,72,1,3.04,ID,1678335801
173,kletskaya,49.3145,43.0584,4.78,79,100,5.8,RU,1678335669
174,tuktoyaktuk,69.4541,-133.0374,-16.0,72,75,10.8,CA,1678335802
175,gaogou,34.0175,119.1886,23.44,20,0,4.19,CN,1678335802
176,touros,-5.1989,-35.4608,25.55,86,71,5.39,BR,1678335803
177,upernavik,72.7868,-56.1549,-23.45,100,100,3.87,GL,1678335803
178,samarai,-10.6167,150.6667,27.81,76,81,3.44,PG,1678335804
179,kinsale,51.7075,-8.5306,4.65,93,100,8.23,IE,1678335804
180,saint-francois,46.4154,3.9054,10.69,66,100,4.12,FR,1678335805
181,wanning,18.8003,110.3967,24.86,61,0,3.48,CN,1678335805
182,qaqortoq,60.7167,-46.0333,-9.77,78,31,3.19,GL,1678335806
183,bani walid,31.7566,13.9942,16.57,49,0,2.93,LY,1678335806
184,mahanoro,-19.9,48.8,24.63,90,100,2.22,MG,1678335807
185,ulladulla,-35.35,150.4667,21.27,50,0,5.15,AU,1678335807
186,tasiilaq,65.6145,-37.6368,-9.91,65,95,1.55,GL,1678335808
187,jalu,29.0331,21.5482,11.88,77,0,3.41,LY,1678335808
188,healesville,-37.65,145.5167,22.57,63,84,2.68,AU,1678335809
189,kahului,20.8947,-156.47,24.91,71,40,4.92,US,1678335809
190,lagoa,39.05,-27.9833,15.56,87,89,7.7,PT,1678335810
191,quesnel,52.9999,-122.5029,-0.72,47,0,6.17,CA,1678335810
192,burnie,-41.0667,145.9167,19.69,62,48,6.88,AU,1678335811
193,saskylakh,71.9167,114.0833,-23.58,96,100,4.42,RU,1678335811
194,sao filipe,14.8961,-24.4956,25.65,52,0,2.84,CV,1678335812
195,castro,-24.7911,-50.0119,17.48,92,99,0.82,BR,1678335812
196,batemans bay,-35.7167,150.1833,22.28,49,1,5.07,AU,1678335813
197,jawhar,2.7809,45.5005,24.22,79,11,5.99,SO,1678335813
198,pita,10.8333,-12.5833,22.93,18,1,1.9,GN,1678335814
199,batagay,67.6333,134.6333,-25.38,88,59,0.82,RU,1678335814
200,keningau,5.3378,116.1602,31.25,51,40,1.04,MY,1678335814
201,talaya,61.3833,152.75,-21.17,84,100,0.34,RU,1678335815
202,de-kastri,51.4667,140.7833,-7.18,73,99,3.14,RU,1678335815
203,mitsamiouli,-11.3847,43.2844,28.03,74,100,5.25,KM,1678335816
204,mama,58.3106,112.8986,-6.78,90,100,2.93,RU,1678335816
205,shush,32.1942,48.2436,19.35,60,93,2.93,IR,1678335817
206,price,39.5994,-110.8107,0.06,80,75,3.09,US,1678335817
207,camargo,27.6667,-105.1667,23.05,16,49,3.31,MX,1678335818
208,acapulco,16.8634,-99.8901,25.9,69,0,2.06,MX,1678335630
209,manokwari,-0.8667,134.0833,28.08,75,35,1.62,ID,1678335818
210,north las vegas,36.1989,-115.1175,13.5,29,0,2.57,US,1678335727
211,dongsheng,39.8161,109.9776,14.71,13,25,8.82,CN,1678335819
212,kizner,56.2749,51.508,1.02,98,100,6.61,RU,1678335819
213,goure,13.9835,10.2704,22.97,15,84,3.62,NE,1678335820
214,grand gaube,-20.0064,57.6608,27.43,76,63,1.79,MU,1678335820
215,kaberamaido,1.7389,33.1594,23.56,60,96,2.24,UG,1678335821
216,tabuk,17.4189,121.4443,27.5,58,28,1.86,PH,1678335821
217,biak,-0.9131,122.8766,28.14,73,53,0.7,ID,1678335822
218,ordu,40.9086,37.6845,-0.72,64,40,2.13,TR,1678335822
219,kodinar,20.7903,70.7031,29.23,32,0,3.58,IN,1678335822
220,bengkulu,-3.8004,102.2655,28.77,70,11,3.21,ID,1678335823
221,hami,42.8,93.45,14.99,24,25,2.6,CN,1678335763
222,leningradskiy,69.3833,178.4167,-22.81,94,79,0.46,RU,1678335823
223,omboue,-1.5746,9.2618,24.99,92,98,2.58,GA,1678335824
224,ongandjera,-17.8833,15.0667,19.27,34,42,4.13,NA,1678335824
225,ugoofaaru,5.6667,73.0,27.56,80,20,7.08,MV,1678335825
226,fairbanks,64.8378,-147.7164,-0.78,90,100,2.57,US,1678335600
227,chokurdakh,70.6333,147.9167,-22.78,94,100,2.19,RU,1678335825
228,dingle,10.9995,122.6711,27.68,64,53,5.1,PH,1678335826
229,sao tome,0.3365,6.7273,26.98,83,93,2.99,ST,1678335826
230,cabedelo,-6.9811,-34.8339,27.37,84,96,5.11,BR,1678335827
231,tiznit,29.5833,-9.5,15.04,70,100,0.46,MA,1678335827
232,cayenne,4.9333,-52.3333,23.02,100,20,0.0,GF,1678335824
233,sri madhopur,27.4667,75.6,23.27,36,10,1.4,IN,1678335828
234,atbasar,51.8,68.3333,-7.29,89,99,5.42,KZ,1678335829
235,nome,64.5011,-165.4064,-9.96,85,20,4.63,US,1678335829
236,kayerkan,69.3497,87.7602,-32.49,67,39,2.1,RU,1678335829
237,port hardy,50.6996,-127.4199,8.0,65,75,1.54,CA,1678335830
238,saint-georges,12.0564,-61.7485,25.82,83,20,6.17,GD,1678335830
239,solnechnyy,50.7214,136.6319,-4.89,74,100,3.1,RU,1678335831
240,kaitangata,-46.2817,169.8464,15.08,92,92,2.53,NZ,1678335831
241,alto araguaia,-17.3147,-53.2153,20.46,94,100,1.82,BR,1678335728
242,kyzyl-suu,42.3414,78.0056,5.04,52,14,0.54,KG,1678335833
243,vila velha,-20.3297,-40.2925,24.41,94,40,1.54,BR,1678335833
244,kitimat,54.0524,-128.6534,1.21,91,48,1.97,CA,1678335834
245,junqueiropolis,-21.5147,-51.4336,22.41,83,100,3.01,BR,1678335834
246,halifax,44.6453,-63.5724,0.38,80,99,8.05,CA,1678335307
247,bowen,-20.0167,148.2333,28.13,83,24,7.19,AU,1678335835
248,wlingi,-8.0776,112.3311,30.09,58,10,2.59,ID,1678335836
249,beringovskiy,63.05,179.3167,-3.91,93,100,4.83,RU,1678335836
250,alice springs,-23.7,133.8833,31.23,40,52,7.72,AU,1678335836
251,umm kaddadah,13.6017,26.6876,22.32,16,100,8.67,SD,1678335837
252,pacific grove,36.6177,-121.9166,7.46,85,0,0.0,US,1678335837
253,sawai madhopur,25.9833,76.3667,23.87,35,15,0.75,IN,1678335838
254,ilulissat,69.2167,-51.1,-19.95,82,2,1.6,GL,1678335838
255,sindor,62.8629,51.8905,-9.65,94,100,4.69,RU,1678335609
256,noyabrsk,63.1994,75.4507,-22.57,93,32,5.42,RU,1678335839
257,camapua,-19.5314,-54.0439,22.39,92,100,1.32,BR,1678335839
258,qaanaaq,77.484,-69.3632,-15.01,66,14,3.44,GL,1678335840
259,taoudenni,22.6783,-3.9836,24.21,11,0,4.17,ML,1678335840
260,saldanha,-33.0117,17.9442,16.03,86,52,5.12,ZA,1678335840
261,gjovik,60.7947,10.6929,-12.1,96,100,1.39,NO,1678335841
262,dunedin,-45.8742,170.5036,17.67,84,81,2.67,NZ,1678335776
263,dikson,73.5069,80.5464,-26.5,96,96,6.08,RU,1678335842
264,port augusta,-32.5,137.7667,24.5,35,0,6.26,AU,1678335842
265,peniche,39.3558,-9.3811,16.27,97,100,7.96,PT,1678335843
266,dauphin,51.1494,-100.0502,-17.92,71,20,2.06,CA,1678335843
267,iqaluit,63.7506,-68.5145,-14.15,92,20,1.54,CA,1678335844
268,isangel,-19.55,169.2667,27.72,63,31,4.88,VU,1678335844
269,sheridan,44.8333,-106.9173,-3.72,84,100,1.54,US,1678335845
270,fethiye,36.6217,29.1164,6.93,58,15,1.33,TR,1678335845
271,miquelon,47.0975,-56.3814,1.0,78,83,15.36,PM,1678335838
272,scarborough,54.2797,-0.4044,2.31,84,99,0.45,GB,1678335168
273,gimli,50.6336,-96.9907,-6.99,86,99,5.14,CA,1678335696
274,quebo,11.3333,-14.9333,19.78,89,2,1.32,GW,1678335847
275,naryan-mar,67.6713,53.087,-13.26,94,100,6.75,RU,1678335848
276,changli,39.7042,119.1506,17.0,22,55,4.44,CN,1678335848
277,presidencia roque saenz pena,-26.7852,-60.4388,23.89,81,8,0.81,AR,1678335849
278,salinas,36.6777,-121.6555,8.45,81,0,0.0,US,1678335413
279,katherine,-14.4667,132.2667,32.18,55,100,2.57,AU,1678335849
280,lexington,37.9887,-84.4777,5.62,52,20,3.09,US,1678335693
281,sola,-13.8833,167.55,27.19,79,98,4.7,VU,1678335850
282,san pedro,14.35,121.0167,30.57,60,20,2.06,PH,1678335851
283,tazovskiy,67.4667,78.7,-19.13,83,100,6.84,RU,1678335851
284,zhigansk,66.7697,123.3711,-18.4,79,70,5.92,RU,1678335852
285,longyearbyen,78.2186,15.6401,-18.09,55,75,7.2,SJ,1678335688
286,kuytun,54.3419,101.5036,-2.21,76,100,4.92,RU,1678335853
287,mount gambier,-37.8333,140.7667,17.31,70,100,4.93,AU,1678335748
288,lasa,46.6166,10.7002,7.23,96,97,1.77,IT,1678335853
289,krasnoborsk,61.5598,45.934,-6.31,94,100,5.11,RU,1678335624
290,yulara,-25.2406,130.9889,29.24,22,0,5.35,AU,1678335854
291,havre-saint-pierre,50.2334,-63.5986,0.2,69,0,8.23,CA,1678335855
292,rena,61.1348,11.3641,-11.9,94,99,2.95,NO,1678335855
293,indiana,40.0003,-86.2503,4.97,57,100,6.69,US,1678335856
294,mamakan,57.8161,114.0028,-7.02,84,100,0.68,RU,1678335856
295,cabo san lucas,22.8909,-109.9124,22.61,67,91,3.73,MX,1678335595
296,sitka,57.0531,-135.33,-1.06,43,0,2.57,US,1678335857
297,nantucket,41.2835,-70.0995,7.08,76,100,6.17,US,1678335857
298,banjar,-8.19,114.9675,30.76,63,8,2.01,ID,1678335616
299,law,55.75,-3.8833,-0.98,94,35,2.07,GB,1678335858
300,prado,-17.3411,-39.2208,23.9,90,95,0.64,BR,1678335859
301,washougal,45.5826,-122.3534,5.82,88,84,4.02,US,1678335859
302,salinopolis,-0.6136,-47.3561,24.78,90,78,2.38,BR,1678335860
303,sistranda,63.7256,8.834,-11.02,64,99,3.49,NO,1678335860
304,port hedland,-20.3167,118.5667,36.03,49,52,5.66,AU,1678335861
305,liwale,-9.7667,37.9333,20.72,97,100,2.3,TZ,1678335861
306,sinegorye,62.0788,150.477,-20.29,84,16,0.61,RU,1678335861
307,mandalgovi,45.7625,106.2708,9.78,21,57,5.17,MN,1678335862
308,jennings,38.7192,-90.2604,6.75,60,40,2.06,US,1678335863
309,fray bentos,-33.1325,-58.2956,25.41,68,0,3.42,UY,1678335863
310,la rioja,42.25,-2.5,1.88,84,100,2.73,ES,1678335679
311,pachino,36.7186,15.0907,13.16,87,8,6.88,IT,1678335864
312,itarantim,-15.6597,-40.0656,20.2,96,93,0.41,BR,1678335865
313,isla vista,34.4133,-119.861,12.39,77,0,3.58,US,1678335865
314,bambous virieux,-20.3428,57.7575,27.34,94,40,3.6,MU,1678335866
315,kapoeta,4.7717,33.5903,28.76,34,84,2.27,SS,1678335866
316,khandyga,62.6667,135.6,-13.56,76,95,2.23,RU,1678335867
317,feijo,-8.1642,-70.3536,22.82,96,97,1.21,BR,1678335867
318,tadine,-21.55,167.8833,27.56,55,22,4.51,NC,1678335868
319,ferkessedougou,9.6,-5.2,24.73,13,90,0.97,CI,1678335868
320,romans-sur-isere,45.0464,5.0562,11.89,74,77,1.25,FR,1678335869
321,shache,38.4167,77.2406,13.38,21,16,0.54,CN,1678335869
322,dilla,6.41,38.31,18.24,63,71,1.27,ET,1678335870
323,constitucion,-35.3333,-72.4167,14.57,93,4,1.97,CL,1678335870
324,jizan,17.3333,42.6667,26.52,62,100,2.99,SA,1678335871
325,mizdah,31.4451,12.9801,14.82,56,0,1.66,LY,1678335871
326,oloron-sainte-marie,43.1944,-0.6107,10.76,88,100,2.2,FR,1678335872
327,high rock,26.6208,-78.2833,23.01,66,69,9.02,BS,1678335872
328,zaqatala,41.6336,46.6433,2.26,87,40,4.12,AZ,1678335873
329,chokwe,-24.5333,32.9833,20.8,96,7,2.02,MZ,1678335873
330,aklavik,68.2191,-135.0107,-18.0,71,75,5.66,CA,1678335874
331,gao,16.6362,1.637,25.37,8,45,3.77,ML,1678335874
332,pisco,-13.7,-76.2167,23.03,88,88,6.69,PE,1678335875
333,arys,42.4252,68.795,8.16,74,100,3.85,KZ,1678335875
334,alekseyevka,50.6309,38.6903,2.51,93,94,2.16,RU,1678335876
335,palaikastron,35.2,26.25,13.19,83,8,2.66,GR,1678335876
336,tarauaca,-8.1614,-70.7656,22.92,97,100,1.21,BR,1678335877
337,oneonta,42.4529,-75.0638,-2.06,89,100,3.94,US,1678335877
338,merritt island,28.5392,-80.672,23.03,72,0,3.6,US,1678335878
339,marrakesh,31.6315,-8.0083,14.04,88,20,1.54,MA,1678335752
340,vila,42.0304,-8.1588,7.61,40,85,4.02,PT,1678335879
341,teknaf,20.8624,92.3058,30.27,25,94,1.28,BD,1678335880
342,chebarkul,54.9749,60.3633,-6.91,95,100,4.49,RU,1678335880
343,los llanos de aridane,28.6585,-17.9182,15.86,74,0,4.63,ES,1678335881
344,tirumullaivasal,11.2333,79.8333,28.32,59,39,5.29,IN,1678335881
345,keti bandar,24.1447,67.4497,25.84,59,0,2.48,PK,1678335882
346,gushikawa,26.3544,127.8686,22.57,56,75,5.66,JP,1678335882
347,kamaishi,39.2667,141.8833,10.68,70,75,2.35,JP,1678335883
348,grindavik,63.8424,-22.4338,-4.74,54,0,2.57,IS,1678335883
349,moerdijk,51.7034,4.6259,1.7,95,100,1.34,NL,1678335884
350,agadez,19.75,10.25,22.0,14,100,3.81,NE,1678335884
351,hamilton,39.1834,-84.5333,4.99,66,0,7.72,US,1678335338
352,asilah,35.465,-6.0348,15.98,93,66,3.25,MA,1678335885
353,entre rios,-11.9419,-38.0844,21.72,90,100,1.48,BR,1678335885
354,kyabe,9.4515,18.9449,29.66,38,100,1.63,TD,1678335886
355,bara,10.3744,10.7288,23.19,16,57,1.43,NG,1678335886
356,pervomayskoye,43.919,46.7102,4.45,94,61,1.66,RU,1678335887
357,balkanabat,39.5108,54.3671,13.78,59,98,4.4,TM,1678335887
358,yulin,22.6333,110.15,26.9,48,26,1.73,CN,1678335888
359,diamantino,-14.4086,-56.4461,22.02,98,100,2.09,BR,1678335888
360,bafoulabe,13.8065,-10.8321,25.34,9,0,1.67,ML,1678335889
361,wiarton,44.7407,-81.1332,-0.75,59,0,1.03,CA,1678335889
362,morehead,37.2711,-87.1764,6.86,44,0,4.63,US,1678335890
363,port-gentil,-0.7193,8.7815,27.04,84,73,6.93,GA,1678335890
364,bitung,1.4451,125.1824,31.47,68,14,5.21,ID,1678335891
365,kamenka,51.3223,42.7678,2.27,96,100,4.12,RU,1678335891
366,zyryanka,65.75,150.85,-21.75,84,36,3.4,RU,1678335892
367,asfi,32.2994,-9.2372,15.25,88,37,3.51,MA,1678335892
